country,product,date,price_with_tax,price_wo_tax,is_forecast,price_with_tax_lower80,price_with_tax_upper80
AT,diesel,2008-09-22,1243.0,649.41,False,,
AT,diesel,2008-09-29,1241.0,647.75,False,,
AT,diesel,2008-10-06,1208.0,620.25,False,,
AT,diesel,2008-10-13,1197.0,611.08,False,,
AT,diesel,2008-10-20,1147.0,569.41,False,,
AT,diesel,2008-10-27,1136.0,560.25,False,,
AT,diesel,2008-11-03,1129.0,554.41,False,,
AT,diesel,2008-11-10,1138.0,561.91,False,,
AT,diesel,2008-11-17,1116.0,543.58,False,,
AT,diesel,2008-11-24,1072.0,506.91,False,,
AT,diesel,2008-12-01,1046.0,485.25,False,,
AT,diesel,2008-12-08,1000.0,446.91,False,,
AT,diesel,2008-12-15,950.0,405.25,False,,
AT,diesel,2009-01-05,902.0,365.25,False,,
AT,diesel,2009-01-12,963.0,416.08,False,,
AT,diesel,2009-01-19,957.0,411.08,False,,
AT,diesel,2009-01-26,964.0,416.91,False,,
AT,diesel,2009-02-02,947.0,402.75,False,,
AT,diesel,2009-02-09,956.0,410.25,False,,
AT,diesel,2009-02-16,958.0,411.91,False,,
AT,diesel,2009-02-23,925.0,384.41,False,,
AT,diesel,2009-03-02,922.0,381.91,False,,
AT,diesel,2009-03-09,908.0,370.25,False,,
AT,diesel,2009-03-16,903.0,366.08,False,,
AT,diesel,2009-03-23,897.0,361.08,False,,
AT,diesel,2009-03-30,926.0,385.25,False,,
AT,diesel,2009-04-06,924.0,384.07,False,,
AT,diesel,2009-04-20,949.0,404.9,False,,
AT,diesel,2009-04-27,953.0,408.24,False,,
AT,diesel,2009-05-04,935.0,393.24,False,,
AT,diesel,2009-05-11,951.0,406.57,False,,
AT,diesel,2009-05-18,958.0,412.4,False,,
AT,diesel,2009-05-25,940.0,397.4,False,,
AT,diesel,2009-06-01,937.0,394.9,False,,
AT,diesel,2009-06-08,976.0,427.4,False,,
AT,diesel,2009-06-15,1008.0,454.07,False,,
AT,diesel,2009-06-22,1016.0,460.74,False,,
AT,diesel,2009-06-29,1006.0,452.4,False,,
AT,diesel,2009-07-06,1010.0,455.74,False,,
AT,diesel,2009-07-13,982.0,432.4,False,,
AT,diesel,2009-07-20,965.0,418.24,False,,
AT,diesel,2009-07-27,981.0,431.57,False,,
AT,diesel,2009-08-03,986.0,435.74,False,,
AT,diesel,2009-08-10,1015.0,459.9,False,,
AT,diesel,2009-08-17,1019.0,463.24,False,,
AT,diesel,2009-08-24,1014.0,459.07,False,,
AT,diesel,2009-08-31,1009.0,454.9,False,,
AT,diesel,2009-09-07,1001.0,448.24,False,,
AT,diesel,2009-09-14,992.0,440.74,False,,
AT,diesel,2009-09-21,977.0,428.24,False,,
AT,diesel,2009-09-28,971.0,423.24,False,,
AT,diesel,2009-10-05,961.0,414.9,False,,
AT,diesel,2009-10-12,962.0,415.74,False,,
AT,diesel,2009-10-19,991.0,439.9,False,,
AT,diesel,2009-10-26,1017.0,461.57,False,,
AT,diesel,2009-11-02,1019.0,463.24,False,,
AT,diesel,2009-11-09,1028.0,470.74,False,,
AT,diesel,2009-11-16,1024.0,467.4,False,,
AT,diesel,2009-11-23,1028.0,470.74,False,,
AT,diesel,2009-11-30,1014.0,459.07,False,,
AT,diesel,2009-12-07,1028.0,470.74,False,,
AT,diesel,2009-12-14,1011.0,456.57,False,,
AT,diesel,2009-12-21,1007.0,453.24,False,,
AT,diesel,2010-01-04,1010.0,455.74,False,,
AT,diesel,2010-01-11,1050.0,489.07,False,,
AT,diesel,2010-01-18,1042.0,482.4,False,,
AT,diesel,2010-01-25,1017.0,461.57,False,,
AT,diesel,2010-02-01,1001.0,448.24,False,,
AT,diesel,2010-02-08,1015.0,459.9,False,,
AT,diesel,2010-02-15,996.0,444.07,False,,
AT,diesel,2010-02-22,1009.0,454.9,False,,
AT,diesel,2010-03-01,1032.0,474.07,False,,
AT,diesel,2010-03-08,1038.0,479.07,False,,
AT,diesel,2010-03-15,1080.0,514.07,False,,
AT,diesel,2010-03-22,1097.0,528.24,False,,
AT,diesel,2010-03-29,1106.0,535.74,False,,
AT,diesel,2010-04-12,1126.0,552.15,False,,
AT,diesel,2010-04-19,1129.0,554.65,False,,
AT,diesel,2010-04-26,1124.0,550.49,False,,
AT,diesel,2010-05-03,1139.0,562.99,False,,
AT,diesel,2010-05-10,1138.0,562.15,False,,
AT,diesel,2010-05-17,1133.0,557.99,False,,
AT,diesel,2010-05-24,1117.0,544.65,False,,
AT,diesel,2010-05-31,1116.0,543.82,False,,
AT,diesel,2010-06-07,1116.0,543.82,False,,
AT,diesel,2010-06-14,1125.0,551.32,False,,
AT,diesel,2010-06-21,1132.0,557.15,False,,
AT,diesel,2010-06-28,1132.0,557.15,False,,
AT,diesel,2010-07-05,1118.0,545.49,False,,
AT,diesel,2010-07-12,1103.0,532.99,False,,
AT,diesel,2010-07-19,1110.0,538.82,False,,
AT,diesel,2010-07-26,1108.0,537.15,False,,
AT,diesel,2010-08-02,1103.0,532.99,False,,
AT,diesel,2010-08-09,1117.0,544.65,False,,
AT,diesel,2010-08-16,1115.0,542.99,False,,
AT,diesel,2010-08-23,1112.0,540.49,False,,
AT,diesel,2010-08-30,1111.0,539.65,False,,
AT,diesel,2010-09-06,1114.0,542.15,False,,
AT,diesel,2010-09-13,1122.0,548.82,False,,
AT,diesel,2010-09-20,1121.0,547.99,False,,
AT,diesel,2010-09-27,1115.0,542.99,False,,
AT,diesel,2010-10-04,1111.0,539.65,False,,
AT,diesel,2010-10-11,1124.0,550.49,False,,
AT,diesel,2010-10-18,1126.0,552.15,False,,
AT,diesel,2010-10-25,1120.0,547.15,False,,
AT,diesel,2010-11-08,1125.0,551.32,False,,
AT,diesel,2010-11-15,1141.0,564.65,False,,
AT,diesel,2010-11-22,1142.0,565.49,False,,
AT,diesel,2010-11-29,1152.0,573.82,False,,
AT,diesel,2010-12-06,1179.0,596.32,False,,
AT,diesel,2010-12-13,1198.0,612.15,False,,
AT,diesel,2010-12-20,1184.0,600.49,False,,
AT,diesel,2011-01-03,1225.0,584.65,False,,
AT,diesel,2011-01-10,1250.0,605.49,False,,
AT,diesel,2011-01-17,1282.0,632.15,False,,
AT,diesel,2011-01-24,1264.0,617.15,False,,
AT,diesel,2011-01-31,1252.0,607.15,False,,
AT,diesel,2011-02-07,1265.0,617.99,False,,
AT,diesel,2011-02-14,1280.0,630.49,False,,
AT,diesel,2011-02-21,1288.0,637.15,False,,
AT,diesel,2011-02-28,1312.0,657.15,False,,
AT,diesel,2011-03-07,1345.0,684.65,False,,
AT,diesel,2011-03-14,1351.0,689.65,False,,
AT,diesel,2011-03-21,1345.0,684.65,False,,
AT,diesel,2011-03-28,1352.0,690.49,False,,
AT,diesel,2011-04-04,1346.0,685.13,False,,
AT,diesel,2011-04-11,1364.0,700.13,False,,
AT,diesel,2011-04-18,1358.0,695.13,False,,
AT,diesel,2011-05-02,1354.0,691.79,False,,
AT,diesel,2011-05-09,1337.0,677.63,False,,
AT,diesel,2011-05-16,1322.0,665.13,False,,
AT,diesel,2011-05-23,1303.0,649.29,False,,
AT,diesel,2011-05-30,1312.0,656.79,False,,
AT,diesel,2011-06-06,1309.0,654.29,False,,
AT,diesel,2011-06-13,1324.0,666.79,False,,
AT,diesel,2011-06-20,1331.0,672.63,False,,
AT,diesel,2011-06-27,1311.0,655.96,False,,
AT,diesel,2011-07-04,1316.0,660.13,False,,
AT,diesel,2011-07-11,1322.0,665.13,False,,
AT,diesel,2011-07-18,1334.0,675.13,False,,
AT,diesel,2011-07-25,1345.0,684.29,False,,
AT,diesel,2011-08-01,1331.0,672.63,False,,
AT,diesel,2011-08-08,1335.0,675.96,False,,
AT,diesel,2011-08-22,1308.0,653.46,False,,
AT,diesel,2011-08-29,1310.0,655.13,False,,
AT,diesel,2011-09-05,1334.0,675.13,False,,
AT,diesel,2011-09-12,1341.0,680.96,False,,
AT,diesel,2011-09-19,1344.0,683.46,False,,
AT,diesel,2011-09-26,1341.0,680.96,False,,
AT,diesel,2011-10-03,1333.0,674.29,False,,
AT,diesel,2011-10-10,1338.0,678.46,False,,
AT,diesel,2011-10-17,1346.0,685.13,False,,
AT,diesel,2011-10-24,1352.0,690.13,False,,
AT,diesel,2011-10-31,1361.0,697.63,False,,
AT,diesel,2011-11-07,1363.0,699.29,False,,
AT,diesel,2011-11-14,1387.0,719.29,False,,
AT,diesel,2011-11-21,1400.0,730.13,False,,
AT,diesel,2011-11-28,1378.0,711.79,False,,
AT,diesel,2011-12-05,1379.0,712.63,False,,
AT,diesel,2011-12-12,1374.0,708.46,False,,
AT,diesel,2011-12-19,1366.0,701.79,False,,
AT,diesel,2012-01-09,1378.0,711.79,False,,
AT,diesel,2012-01-16,1403.0,732.63,False,,
AT,diesel,2012-01-23,1397.0,727.63,False,,
AT,diesel,2012-01-30,1388.0,720.13,False,,
AT,diesel,2012-02-06,1388.0,720.13,False,,
AT,diesel,2012-02-13,1403.0,732.63,False,,
AT,diesel,2012-02-20,1422.0,748.46,False,,
AT,diesel,2012-02-27,1421.0,747.63,False,,
AT,diesel,2012-03-05,1424.0,750.13,False,,
AT,diesel,2012-03-12,1438.0,761.79,False,,
AT,diesel,2012-03-19,1442.0,765.13,False,,
AT,diesel,2012-03-26,1446.0,768.46,False,,
AT,diesel,2012-04-02,1445.0,767.63,False,,
AT,diesel,2012-04-16,1441.0,764.29,False,,
AT,diesel,2012-04-23,1432.0,756.43,False,,
AT,diesel,2012-04-30,1418.0,744.77,False,,
AT,diesel,2012-05-07,1419.0,745.6,False,,
AT,diesel,2012-05-14,1401.0,730.6,False,,
AT,diesel,2012-05-21,1392.0,723.1,False,,
AT,diesel,2012-05-28,1377.0,710.6,False,,
AT,diesel,2012-06-04,1379.0,712.27,False,,
AT,diesel,2012-06-11,1367.0,702.27,False,,
AT,diesel,2012-06-18,1345.0,683.93,False,,
AT,diesel,2012-06-25,1319.0,662.27,False,,
AT,diesel,2012-07-02,1332.0,673.1,False,,
AT,diesel,2012-07-09,1345.0,683.93,False,,
AT,diesel,2012-07-16,1370.0,704.77,False,,
AT,diesel,2012-07-23,1404.0,733.1,False,,
AT,diesel,2012-07-30,1395.0,725.6,False,,
AT,diesel,2012-08-06,1398.0,728.1,False,,
AT,diesel,2012-08-13,1426.0,751.43,False,,
AT,diesel,2012-08-20,1445.0,767.27,False,,
AT,diesel,2012-08-27,1457.0,777.27,False,,
AT,diesel,2012-09-03,1444.0,766.43,False,,
AT,diesel,2012-09-10,1466.0,784.77,False,,
AT,diesel,2012-09-17,1458.0,778.1,False,,
AT,diesel,2012-09-24,1438.0,761.43,False,,
AT,diesel,2012-10-01,1436.0,759.77,False,,
AT,diesel,2012-10-08,1440.0,763.1,False,,
AT,diesel,2012-10-15,1452.0,773.1,False,,
AT,diesel,2012-10-22,1435.0,758.93,False,,
AT,diesel,2012-10-29,1422.0,748.1,False,,
AT,diesel,2012-11-05,1418.0,744.77,False,,
AT,diesel,2012-11-12,1417.0,743.93,False,,
AT,diesel,2012-11-19,1410.0,738.1,False,,
AT,diesel,2012-11-26,1413.0,740.6,False,,
AT,diesel,2012-12-03,1410.0,738.1,False,,
AT,diesel,2012-12-10,1392.0,723.1,False,,
AT,diesel,2012-12-17,1384.0,716.43,False,,
AT,diesel,2013-01-07,1371.0,705.6,False,,
AT,diesel,2013-01-14,1384.0,716.43,False,,
AT,diesel,2013-01-21,1374.0,708.1,False,,
AT,diesel,2013-01-28,1379.0,712.27,False,,
AT,diesel,2013-02-04,1380.0,713.1,False,,
AT,diesel,2013-02-11,1395.0,725.6,False,,
AT,diesel,2013-02-18,1406.0,734.77,False,,
AT,diesel,2013-02-25,1412.0,739.77,False,,
AT,diesel,2013-03-04,1378.0,711.43,False,,
AT,diesel,2013-03-11,1364.0,699.77,False,,
AT,diesel,2013-03-18,1361.0,697.27,False,,
AT,diesel,2013-03-25,1351.0,688.93,False,,
AT,diesel,2013-04-08,1386.0,717.58,False,,
AT,diesel,2013-04-15,1345.0,683.41,False,,
AT,diesel,2013-04-22,1320.0,662.58,False,,
AT,diesel,2013-04-29,1323.0,665.08,False,,
AT,diesel,2013-05-06,1321.0,663.41,False,,
AT,diesel,2013-05-13,1337.0,676.75,False,,
AT,diesel,2013-05-20,1342.0,680.91,False,,
AT,diesel,2013-05-27,1344.0,682.58,False,,
AT,diesel,2013-06-03,1347.0,713.08,False,,
AT,diesel,2013-06-10,1341.0,708.08,False,,
AT,diesel,2013-06-17,1335.0,703.08,False,,
AT,diesel,2013-06-24,1337.0,704.75,False,,
AT,diesel,2013-07-01,1341.0,708.08,False,,
AT,diesel,2013-07-08,1349.0,714.75,False,,
AT,diesel,2013-07-15,1368.0,730.58,False,,
AT,diesel,2013-07-22,1364.0,727.25,False,,
AT,diesel,2013-07-29,1354.0,718.91,False,,
AT,diesel,2013-08-05,1354.0,718.91,False,,
AT,diesel,2013-08-12,1347.0,713.08,False,,
AT,diesel,2013-08-19,1362.0,725.58,False,,
AT,diesel,2013-08-26,1363.0,726.41,False,,
AT,diesel,2013-09-02,1383.0,743.08,False,,
AT,diesel,2013-09-09,1386.0,745.58,False,,
AT,diesel,2013-09-16,1379.0,739.75,False,,
AT,diesel,2013-09-23,1374.0,735.58,False,,
AT,diesel,2013-09-30,1364.0,727.25,False,,
AT,diesel,2013-10-07,1350.0,715.58,False,,
AT,diesel,2013-10-14,1363.0,726.41,False,,
AT,diesel,2013-10-21,1352.0,717.25,False,,
AT,diesel,2013-10-28,1334.0,702.25,False,,
AT,diesel,2013-11-04,1329.0,698.08,False,,
AT,diesel,2013-11-11,1326.0,695.58,False,,
AT,diesel,2013-11-18,1339.0,706.41,False,,
AT,diesel,2013-11-25,1347.0,713.08,False,,
AT,diesel,2013-12-02,1345.0,711.41,False,,
AT,diesel,2013-12-09,1356.0,720.58,False,,
AT,diesel,2013-12-16,1347.0,713.08,False,,
AT,diesel,2014-01-06,1333.0,701.41,False,,
AT,diesel,2014-01-13,1330.0,698.91,False,,
AT,diesel,2014-01-20,1322.0,692.25,False,,
AT,diesel,2014-01-27,1332.0,700.58,False,,
AT,diesel,2014-02-03,1327.0,696.41,False,,
AT,diesel,2014-02-10,1329.0,698.08,False,,
AT,diesel,2014-02-17,1333.0,701.41,False,,
AT,diesel,2014-02-24,1337.0,704.75,False,,
AT,diesel,2014-03-03,1334.0,702.25,False,,
AT,diesel,2014-03-10,1329.0,698.08,False,,
AT,diesel,2014-03-17,1320.0,690.58,False,,
AT,diesel,2014-03-24,1311.0,683.08,False,,
AT,diesel,2014-03-31,1313.0,684.75,False,,
AT,diesel,2014-04-07,1311.0,682.86,False,,
AT,diesel,2014-04-14,1316.0,687.03,False,,
AT,diesel,2014-04-28,1319.0,689.53,False,,
AT,diesel,2014-05-05,1313.0,684.53,False,,
AT,diesel,2014-05-12,1305.0,677.86,False,,
AT,diesel,2014-05-19,1319.0,689.53,False,,
AT,diesel,2014-05-26,1314.0,685.36,False,,
AT,diesel,2014-06-02,1319.0,689.53,False,,
AT,diesel,2014-06-09,1298.0,672.03,False,,
AT,diesel,2014-06-16,1341.0,707.86,False,,
AT,diesel,2014-06-23,1326.0,695.36,False,,
AT,diesel,2014-06-30,1319.0,689.53,False,,
AT,diesel,2014-07-07,1309.0,681.19,False,,
AT,diesel,2014-07-14,1301.0,674.53,False,,
AT,diesel,2014-07-21,1300.0,673.69,False,,
AT,diesel,2014-07-28,1299.0,672.86,False,,
AT,diesel,2014-08-04,1305.0,677.86,False,,
AT,diesel,2014-08-11,1300.0,673.69,False,,
AT,diesel,2014-08-18,1293.0,667.86,False,,
AT,diesel,2014-08-25,1291.0,666.19,False,,
AT,diesel,2014-09-01,1300.0,673.69,False,,
AT,diesel,2014-09-08,1323.0,692.86,False,,
AT,diesel,2014-09-15,1316.0,687.03,False,,
AT,diesel,2014-09-22,1312.0,683.69,False,,
AT,diesel,2014-09-29,1304.0,677.03,False,,
AT,diesel,2014-10-06,1303.0,676.19,False,,
AT,diesel,2014-10-13,1286.0,662.03,False,,
AT,diesel,2014-10-20,1269.0,647.86,False,,
AT,diesel,2014-10-27,1260.0,640.36,False,,
AT,diesel,2014-11-03,1271.0,649.53,False,,
AT,diesel,2014-11-10,1269.0,647.86,False,,
AT,diesel,2014-11-17,1265.0,644.53,False,,
AT,diesel,2014-11-24,1247.0,629.53,False,,
AT,diesel,2014-12-01,1223.0,609.53,False,,
AT,diesel,2014-12-08,1193.0,584.53,False,,
AT,diesel,2014-12-15,1168.0,563.69,False,,
AT,diesel,2015-01-05,1144.0,543.69,False,,
AT,diesel,2015-01-12,1106.0,512.03,False,,
AT,diesel,2015-01-19,1078.0,488.69,False,,
AT,diesel,2015-01-26,1082.0,492.03,False,,
AT,diesel,2015-02-02,1091.0,499.53,False,,
AT,diesel,2015-02-09,1125.0,527.86,False,,
AT,diesel,2015-02-16,1148.0,547.03,False,,
AT,diesel,2015-02-23,1164.0,560.36,False,,
AT,diesel,2015-03-02,1180.0,573.69,False,,
AT,diesel,2015-03-09,1178.0,572.03,False,,
AT,diesel,2015-03-16,1169.0,564.53,False,,
AT,diesel,2015-03-23,1150.0,548.69,False,,
AT,diesel,2015-03-30,1153.0,551.19,False,,
AT,diesel,2015-04-13,1145.0,544.53,False,,
AT,diesel,2015-04-20,1177.0,571.19,False,,
AT,diesel,2015-04-27,1188.0,580.36,False,,
AT,diesel,2015-05-04,1184.0,577.03,False,,
AT,diesel,2015-05-11,1188.0,580.36,False,,
AT,diesel,2015-05-18,1177.0,571.19,False,,
AT,diesel,2015-05-25,1193.0,584.53,False,,
AT,diesel,2015-06-01,1188.0,580.36,False,,
AT,diesel,2015-06-08,1188.0,580.36,False,,
AT,diesel,2015-06-15,1189.0,581.19,False,,
AT,diesel,2015-06-22,1178.0,572.03,False,,
AT,diesel,2015-06-29,1174.0,568.69,False,,
AT,diesel,2015-07-06,1173.0,567.86,False,,
AT,diesel,2015-07-13,1152.0,550.36,False,,
AT,diesel,2015-07-20,1139.0,539.53,False,,
