country,product,date,price_wo_tax,price_with_tax,price_with_tax_lower80,price_with_tax_upper80,is_forecast
ES,diesel,2026-08-10,1127.4713649102312,1655.3773314143637,1523.9400456889994,1692.569743626557,True
ES,diesel,2026-08-17,1123.9337896069603,1651.8397561110928,1523.9400456889994,1692.4940352042406,True
ES,diesel,2026-08-24,1117.6826079304255,1645.588574434558,1522.7266540317778,1688.3941208622227,True
ES,diesel,2026-08-31,1107.7721059522069,1635.6780724563394,1521.188729492698,1687.7136047434021,True
ES,diesel,2026-09-07,1113.7363299322412,1641.6422964363737,1520.8802589095003,1683.3298389176032,True
ES,diesel,2026-09-14,1108.8822902555162,1636.7882567596487,1518.3825026822512,1683.1181571743778,True
ES,diesel,2026-09-21,1108.0394435882308,1635.9454100923633,1516.4228513039488,1681.4599909110188,True
ES,diesel,2026-09-28,1100.5275900496206,1628.433556553753,1514.479592347939,1681.397055482581,True
ES,diesel,2026-10-05,1090.2918192748557,1618.1977857789882,1511.112482001195,1690.5639816024639,True
ES,diesel,2026-10-12,1086.7285255586717,1614.6344920628042,1503.3133247419196,1691.2139430194527,True
ES,diesel,2026-10-19,1084.3543565075854,1612.260323011718,1500.5846428637265,1691.7722190968882,True
ES,heating_oil,2026-08-03,912.3478239888084,1173.5371215094697,1099.0741011671469,1238.5075152536947,True
ES,heating_oil,2026-08-10,910.835432836457,1172.0247303571182,1099.0741011671469,1238.5075152536947,True
ES,heating_oil,2026-08-17,914.3143163154367,1175.5036138360979,1099.0741011671469,1237.9581684413408,True
ES,heating_oil,2026-08-24,915.8747299148083,1177.0640274354696,1099.0741011671469,1231.3646009638592,True
ES,heating_oil,2026-08-31,915.188720828191,1176.3780183488523,1098.289875128382,1230.761449345616,True
ES,heating_oil,2026-09-07,911.962808097746,1173.1521056184072,1105.2660384125506,1225.7107689366992,True
ES,heating_oil,2026-09-14,908.2491149633993,1169.4384124840606,1104.9885317758337,1224.1540148492024,True
ES,heating_oil,2026-09-21,899.2043459924466,1160.393643513108,1104.9885317758337,1218.775476925986,True
ES,heating_oil,2026-09-28,896.3857072154663,1157.5750047361275,1104.4399906537242,1217.5742504751918,True
ES,heating_oil,2026-10-05,888.7970956085616,1149.9863931292227,1097.5443622170649,1223.1623103091074,True
ES,heating_oil,2026-10-12,886.2601093773334,1147.4494068979945,1095.7080617589445,1222.5562733309778,True
ES,heating_oil,2026-10-19,885.5491300091022,1146.7384275297634,1095.4847247416046,1222.521756780626,True
NL,diesel,2026-08-03,1273.5037473259117,2246.7709374085566,2091.2075276045575,2291.632993257563,True
NL,diesel,2026-08-10,1270.3054664080876,2243.5726564907322,2091.2075276045575,2291.632993257563,True
NL,diesel,2026-08-17,1262.2524839985074,2235.519674081152,2091.2075276045575,2288.865585378066,True
NL,diesel,2026-08-24,1266.6988377575062,2239.966027840151,2090.4441496149407,2289.3699821833607,True
NL,diesel,2026-08-31,1272.1868991312367,2245.4540892138816,2089.3845187969637,2289.491996957262,True
NL,diesel,2026-09-07,1271.9146514226532,2245.181841505298,2087.402215767352,2289.4820991343836,True
NL,diesel,2026-09-14,1271.9146514226532,2245.181841505298,2087.402215767352,2288.048331442322,True
NL,diesel,2026-09-21,1268.482599118064,2241.7497892007086,2087.402215767352,2287.593749043739,True
NL,diesel,2026-09-28,1256.2980763289825,2229.5652664116274,2087.402215767352,2279.8470091766553,True
NL,diesel,2026-10-05,1250.1507848119734,2223.417974894618,2070.5769584478794,2268.6237452865525,True
NL,diesel,2026-10-12,1249.8043077263592,2223.071497809004,2068.4561438047936,2264.5696527505306,True
NL,diesel,2026-10-19,1249.8043077263592,2223.071497809004,2068.4561438047936,2266.15075721772,True
BE,diesel,2026-08-03,1058.6806064423947,2030.3934213184277,1894.004838497583,2107.190680285062,True
BE,diesel,2026-08-10,1058.6806064423947,2030.3934213184277,1894.004838497583,2107.3627354927994,True
BE,diesel,2026-08-17,1058.6806064423947,2030.3934213184277,1893.6820019601046,2107.510151320738,True
BE,diesel,2026-08-24,1060.2066842902725,2031.9194991663055,1893.6820019601046,2105.7846934251766,True
BE,diesel,2026-08-31,1062.6006637446374,2034.3134786206704,1893.4646768007747,2104.98237460487,True
BE,diesel,2026-09-07,1071.4078609870435,2043.1206758630765,1890.8924476321288,2103.8283531306834,True
BE,diesel,2026-09-14,1070.336965607175,2042.049780483208,1890.8924476321288,2102.3150694781125,True
BE,diesel,2026-09-21,1069.350167930677,2041.06298280671,1890.6100343945254,2102.3114928293535,True
BE,diesel,2026-09-28,1069.448043572269,2041.160858448302,1892.1166789161125,2101.1415341375473,True
BE,diesel,2026-10-05,1070.202136441863,2041.914951317896,1899.4972309644268,2117.001281597883,True
BE,diesel,2026-10-12,1069.9403188647918,2041.6531337408248,1899.435990326118,2116.412783832334,True
BE,diesel,2026-10-19,1069.484830913905,2041.197645789938,1898.0800619824795,2116.831743067284,True
BE,heating_oil,2026-08-03,974.4774761872189,1228.4264381706898,1063.466012298115,1278.0360349704126,True
BE,heating_oil,2026-08-10,974.4774761872189,1228.4264381706898,1063.466012298115,1278.0360349704126,True
BE,heating_oil,2026-08-17,965.5648007055561,1219.513762689027,1063.466012298115,1274.733420595765,True
BE,heating_oil,2026-08-24,964.411066493585,1218.360028477056,1063.466012298115,1273.681941357034,True
BE,heating_oil,2026-08-31,965.1993272374532,1219.1482892209242,1063.1011675677314,1273.4831414668195,True
BE,heating_oil,2026-09-07,964.395533176333,1218.344495159804,1058.7938384084969,1256.2951769853312,True
BE,heating_oil,2026-09-14,961.5294054873082,1215.4783674707792,1057.9596266599385,1256.0276814254833,True
BE,heating_oil,2026-09-21,963.1656312236569,1217.1145932071279,1057.3151383379723,1255.93025959534,True
BE,heating_oil,2026-09-28,963.8321945191992,1217.7811565026702,1055.5685613387095,1246.9932521716528,True
BE,heating_oil,2026-10-05,971.2290390807208,1225.178001064192,1053.1423377016934,1251.2720076268474,True
BE,heating_oil,2026-10-12,969.2965948019709,1223.2455567854417,1053.7091542475623,1251.1996738784412,True
BE,heating_oil,2026-10-19,968.0922545579363,1222.0412165414073,1052.4587869318088,1251.159743761341,True
PL,diesel,2026-08-03,983.7000139071042,1715.439775539037,1637.7437502152807,1774.3235676328954,True
PL,diesel,2026-08-10,983.7000139071042,1715.439775539037,1637.7437502152807,1773.930895993027,True
PL,diesel,2026-08-17,983.7000139071042,1715.439775539037,1637.7437502152807,1773.930895993027,True
PL,diesel,2026-08-24,984.1795302450656,1715.9192918769986,1637.7437502152807,1771.615990923253,True
PL,diesel,2026-08-31,984.9860197091649,1716.725781341098,1637.014337620939,1771.0661473501111,True
PL,diesel,2026-09-07,985.158118062768,1716.8978796947008,1638.6869043685347,1764.6550943675338,True
PL,diesel,2026-09-14,985.2391994228421,1716.978961054775,1636.2215441864687,1764.2967875216436,True
PL,diesel,2026-09-21,983.6159966799296,1715.3557583118625,1635.8435460311812,1764.1342457952744,True
PL,diesel,2026-09-28,981.9287428067008,1713.6685044386336,1635.3051282245146,1763.6918253955912,True
PL,diesel,2026-10-05,1010.8556193024353,1742.5953809343682,1633.1989749942045,1795.6613229725208,True
PL,diesel,2026-10-12,1011.1425425857054,1742.8823042176382,1632.9133992921043,1796.1345031688031,True
PL,diesel,2026-10-19,1011.1425425857054,1742.8823042176382,1632.6744421697445,1796.6260341014338,True
PL,heating_oil,2026-08-03,1058.076516856722,1384.294532796752,1283.080271130228,1431.622323207642,True
PL,heating_oil,2026-08-10,1058.076516856722,1384.294532796752,1283.080271130228,1431.622323207642,True
PL,heating_oil,2026-08-17,1053.258101479933,1379.476117419963,1282.3164435516537,1427.368260998703,True
PL,heating_oil,2026-08-24,1046.7478458855717,1372.9658618256017,1280.442922001811,1427.368260998703,True
PL,heating_oil,2026-08-31,1048.5636934652098,1374.7817094052398,1278.337911512523,1427.3058010404964,True
PL,heating_oil,2026-09-07,1046.906979954711,1373.124995894741,1277.3517352222839,1420.0033016291788,True
PL,heating_oil,2026-09-14,1046.906979954711,1373.124995894741,1277.3517352222839,1419.952405751457,True
PL,heating_oil,2026-09-21,1048.4606715695122,1374.6786875095422,1276.1390938335062,1415.1573856159912,True
PL,heating_oil,2026-09-28,1046.9276758602746,1373.1456918003046,1276.1390938335062,1415.0310702774834,True
PL,heating_oil,2026-10-05,1050.6808559102008,1376.8988718502308,1276.8882628766728,1427.9675693616182,True
PL,heating_oil,2026-10-12,1050.9446025246075,1377.1626184646375,1275.1453725320655,1428.125103344513,True
PL,heating_oil,2026-10-19,1050.9446025246075,1377.1626184646375,1275.1453725320655,1425.1947999796673,True
AT,diesel,2026-08-03,1061.7814640661313,1938.4714640661314,1754.9669457137688,1954.7169150290122,True
AT,diesel,2026-08-10,1062.1078343810482,1938.7978343810482,1754.9669457137688,1954.7169150290122,True
AT,diesel,2026-08-17,1054.0972764763087,1930.7872764763088,1754.9669457137688,1954.7169150290122,True
AT,diesel,2026-08-24,1054.0972764763087,1930.7872764763088,1754.6367127370436,1954.8763872083837,True
AT,diesel,2026-08-31,1048.2206800382353,1924.9106800382353,1754.3256836585397,1959.5506684359684,True
AT,diesel,2026-09-07,1068.7722209161568,1945.4622209161569,1750.2166231038727,1945.4622209161569,True
AT,diesel,2026-09-14,1065.8847074419261,1942.5747074419262,1750.2166231038727,1944.8122227044778,True
AT,diesel,2026-09-21,1063.9966065974547,1940.6866065974548,1751.0437927598427,1944.2280605758701,True
AT,diesel,2026-09-28,1064.0089150998124,1940.6989150998124,1748.6610962476416,1942.5685531395004,True
AT,diesel,2026-10-05,1061.4077362417274,1938.0977362417275,1757.5884621940663,1946.6777888447425,True
AT,diesel,2026-10-12,1061.0290425645699,1937.71904256457,1757.6346155585425,1948.0304694043652,True
AT,diesel,2026-10-19,1061.873916501353,1938.563916501353,1757.2686088823777,1948.1774720568187,True
AT,heating_oil,2026-08-03,1019.9451009000833,1541.3051009000833,1392.1441174647503,1568.55673090799,True
AT,heating_oil,2026-08-10,1016.777476493779,1538.137476493779,1391.8007574553358,1568.55673090799,True
AT,heating_oil,2026-08-17,1016.3772347652399,1537.73723476524,1391.8007574553358,1567.5088476645756,True
AT,heating_oil,2026-08-24,1014.9162313068136,1536.2762313068138,1390.528435217936,1565.6487178285204,True
AT,heating_oil,2026-08-31,1012.5713983639566,1533.9313983639568,1389.7810341068491,1563.4840409685016,True
AT,heating_oil,2026-09-07,1014.0208699097118,1535.380869909712,1389.3529998158097,1561.403190073156,True
AT,heating_oil,2026-09-14,1009.9399044114855,1531.2999044114856,1383.3435344812515,1561.1329830292875,True
AT,heating_oil,2026-09-21,1006.8347258143726,1528.1947258143728,1382.3622731331393,1561.1329830292875,True
AT,heating_oil,2026-09-28,1008.2513105006864,1529.6113105006866,1380.9649288461687,1560.8283962958574,True
AT,heating_oil,2026-10-05,1007.5958897890214,1528.9558897890215,1386.9864146052287,1564.0211648568804,True
AT,heating_oil,2026-10-12,1006.9980704607673,1528.3580704607675,1386.325500568847,1563.938133121345,True
AT,heating_oil,2026-10-19,1006.9980704607673,1528.3580704607675,1384.567160448746,1563.81459709503,True
CZ,diesel,2026-08-03,975.9789657413111,1702.790503418585,1587.6027993578684,1771.0073440655988,True
CZ,diesel,2026-08-10,975.7615623859186,1702.5731000631927,1587.6027993578684,1771.0073440655988,True
CZ,diesel,2026-08-17,974.7226902109431,1701.5342278882172,1587.6027993578684,1771.0073440655988,True
CZ,diesel,2026-08-24,974.2788684705745,1701.0904061478486,1587.6027993578684,1771.0073440655988,True
CZ,diesel,2026-08-31,974.9220407981297,1701.7335784754039,1587.6027993578684,1771.1482268028856,True
CZ,diesel,2026-09-07,978.2613420331827,1705.0728797104568,1595.6820663780034,1767.750465310739,True
CZ,diesel,2026-09-14,978.9120882533546,1705.7236259306287,1595.4675006744574,1767.6134990170592,True
CZ,diesel,2026-09-21,978.9120882533546,1705.7236259306287,1595.210532104943,1767.534035671183,True
CZ,diesel,2026-09-28,980.8651091140799,1707.676646791354,1595.210532104943,1767.37945342882,True
CZ,diesel,2026-10-05,989.6496285652371,1716.4611662425114,1587.3010185044382,1773.1863984195745,True
CZ,diesel,2026-10-12,989.2082264010754,1716.0197640783495,1587.801760420781,1773.5681268728379,True
CZ,diesel,2026-10-19,988.0968675506022,1714.9084052278763,1587.8293110428908,1774.1572226304286,True
CZ,heating_oil,2026-08-03,899.2071580910412,1225.0179382951962,1106.4823128553148,1262.2570781368963,True
CZ,heating_oil,2026-08-10,898.5044524625205,1224.3152326666755,1106.4823128553148,1262.2570781368963,True
CZ,heating_oil,2026-08-17,896.2961788686288,1222.1069590727839,1106.4823128553148,1262.2570781368963,True
CZ,heating_oil,2026-08-24,897.140703054516,1222.951483258671,1106.4823128553148,1253.1163154703122,True
CZ,heating_oil,2026-08-31,895.8343391815845,1221.6451193857397,1105.838252877984,1253.1163154703122,True
CZ,heating_oil,2026-09-07,899.3801428288642,1225.1909230330193,1105.8154133528164,1253.5288232752664,True
CZ,heating_oil,2026-09-14,897.8638323006734,1223.6746125048285,1105.738442862667,1253.1125861105916,True
CZ,heating_oil,2026-09-21,897.4504675307048,1223.2612477348598,1106.3981918081658,1253.1125861105916,True
CZ,heating_oil,2026-09-28,897.6194325103176,1223.4302127144726,1105.743480950981,1253.1125861105916,True
CZ,heating_oil,2026-10-05,905.1007396367122,1230.9115198408672,1106.285974682097,1253.4354230934534,True
CZ,heating_oil,2026-10-12,904.576951103904,1230.387731308059,1106.7106159083582,1253.3900023046126,True
CZ,heating_oil,2026-10-19,904.576951103904,1230.387731308059,1106.7708551408896,1253.336852273444,True
PT,diesel,2026-08-03,1056.5143627680995,1895.0504631343842,1744.2099118653346,1936.8419885318249,True
PT,diesel,2026-08-10,1052.587215619488,1891.1233159857727,1744.2099118653346,1936.8419885318249,True
PT,diesel,2026-08-17,1048.0856286183264,1886.621728984611,1744.2099118653346,1931.4858074713518,True
PT,diesel,2026-08-24,1047.0951348913384,1885.631235257623,1744.2099118653346,1927.725825707405,True
PT,diesel,2026-08-31,1046.7355594973033,1885.271659863588,1743.4503647770312,1927.3951418990287,True
PT,diesel,2026-09-07,1056.6768446580909,1895.2129450243756,1743.179735333374,1920.1966572593615,True
PT,diesel,2026-09-14,1055.0862713385636,1893.6223717048483,1743.179735333374,1919.207048614685,True
PT,diesel,2026-09-21,1054.2700065932136,1892.8061069594983,1742.2423590018966,1918.8667834622483,True
PT,diesel,2026-09-28,1056.2677407488836,1894.8038411151683,1741.2851713582231,1918.190872132321,True
PT,diesel,2026-10-05,1054.9442826836894,1893.480383049974,1741.1272525507854,1937.527606986027,True
PT,diesel,2026-10-12,1052.2826296309624,1890.8187299972471,1740.3408705268291,1937.193308998944,True
PT,diesel,2026-10-19,1053.30721185914,1891.8433122254246,1738.4318230666204,1937.6100855767638,True
PT,heating_oil,2026-08-03,1041.9124546593027,1925.0335143751806,1802.4762176925205,1955.4708730469174,True
PT,heating_oil,2026-08-10,1044.1700025672699,1927.2910622831478,1802.4762176925205,1955.3739928456612,True
PT,heating_oil,2026-08-17,1043.2180831892863,1926.3391429051642,1802.4762176925205,1952.9151870895405,True
PT,heating_oil,2026-08-24,1043.4638735321837,1926.5849332480616,1801.275839696389,1950.9554712910156,True
PT,heating_oil,2026-08-31,1041.9222298241302,1925.0432895400081,1800.288111185365,1950.4963820794635,True
PT,heating_oil,2026-09-07,1044.0534767774272,1927.1745364933051,1797.2315505400275,1948.2034371566128,True
PT,heating_oil,2026-09-14,1043.7607958636934,1926.8818555795713,1795.4275472466436,1948.2320154786328,True
PT,heating_oil,2026-09-21,1041.8233233848193,1924.9443831006972,1793.5556663097523,1948.0649203796606,True
PT,heating_oil,2026-09-28,1038.6223041161572,1921.7433638320351,1792.765788197641,1945.901757868167,True
PT,heating_oil,2026-10-05,1036.555138949541,1919.676198665419,1793.5335961936737,1946.5077840206745,True
PT,heating_oil,2026-10-12,1037.6257710593675,1920.7468307752454,1793.3048854438512,1946.5138195524896,True
PT,heating_oil,2026-10-19,1037.6257710593675,1920.7468307752454,1793.3048854438512,1946.2156429777858,True
